,created_at,noClean_tweet,location,verified,source,retweet_count,sentiments,word_count,text
1323,2019-10-07 08:42:35,In A.B.U @BBCAfrica #Sex4grades would have caught plenty Lecturers.,"Kano, Nigeria",False,Twitter for Android,0,neutral,9,b u bbcafrica sex4grades would caught plenty lecturer
1328,2019-10-07 08:39:51,"But how can you start pressing breast shortly after you've just led someone to Christ.
Dr Boniface 😂😂😂… https://t.co/5YzQ415pHT","Benin-City, Nigeria",False,Twitter for Android,0,neutral,18,start pressing breast shortly led someone christ dr boniface
1329,2019-10-07 08:35:00,"@Donteewrites Suffering from After Effects of Colonialism is not a negative thing because colonialism happened, dev… https://t.co/LIitTfxBus","Minna, Nigeria",False,Twitter for Android,0,negative,17,donteewrites suffering effect colonialism negative thing colonialism happened dev
1332,2019-10-07 08:32:34,@zylofon1021fm #showbizagenda But why has @BBCAfrica limited this documentary to only #sex4grades when this same se… https://t.co/D67A25e3IN,MuzikCenter,False,Twitter for Android,5,negative,17,zylofon1021fm showbizagenda bbcafrica limited documentary sex4grades se
1336,2019-10-07 08:30:24,"#sex4grades has been happening . Growing up I heard stories, one of the reasons I told myself I will never go to Ni… https://t.co/TsrECzh4X1",Between Heaven and Hell,False,Twitter for iPhone,1,neutral,24,sex4grades happening growing heard story one reason told never go ni
1337,2019-10-07 08:28:01,"Opanyin-toto you want to be a young lady's side guy, woyɛ Lego? Sia #Sex4Grades","Ghana, Accra",False,Twitter for Android,0,positive,14,opanyin toto want young lady side guy woy lego sia sex4grades
1338,2019-10-07 08:27:25,We knew #sex4grades was around all this while but we had to wait for BBC to come n do the investigation b4 we reali… https://t.co/9dtQpT2XKl,Ksi,False,Twitter for Android,0,neutral,25,knew sex4grades around wait bbc come n investigation b4 reali
1341,2019-10-07 08:20:28,@zylofon1021fm #Showbizagenda Most of dis #sex4grades starts from #sex4food #sex4rent #sex4jobs and most of them I'… https://t.co/Rev2OdfUxD,Alajo,False,Mobile Web (M2),3,neutral,17,zylofon1021fm showbizagenda dis sex4grades start sex4food sex4rent sex4jobs
1342,2019-10-07 08:20:12,"Some of this lecturers will boldly tell you that, you can't pass or graduate if you don't do what I want you to do.… https://t.co/yvPc3TOtea","Abuja, Nigeria",False,Twitter for Android,0,positive,25,lecturer boldly tell pas graduate want
1345,2019-10-07 08:13:15,"Lecturer will release a girls result without her name and claim missing script. 

She'll go around looking and cryi… https://t.co/eDhjQTqA5r","Washington, USA",False,Twitter for Android,2,negative,20,lecturer release girl result without name claim missing script go around looking cryi
1347,2019-10-07 08:12:22,"#Sex4Grades
#yafng https://t.co/1MDoTCta01",,False,Twitter for Android,0,neutral,2,sex4grades yafng
1350,2019-10-07 08:07:04,"Switch off the Light, Lock the Door, Come close Let me kiss you for a minute 
The cold room experience
#Sex4Grades… https://t.co/CVN4m1XnFS","Benin-City, Nigeria",False,Twitter for Android,0,negative,21,switch light lock door come close let kiss minute cold room experience sex4grades
1352,2019-10-07 08:05:19,"Sad...  #Sex4grades
https://t.co/v7rovGDBi1",lagos Nigeria,False,Twitter for Android,0,negative,3,sad sex4grades
1359,2019-10-07 07:57:34,"@Donteewrites @SodiqOAlabi It is always easy to down play the real issue, the issue here is #Sex4grades, give us th… https://t.co/9MshQX5OyS",Lagos,False,Twitter for Android,3,positive,21,donteewrites sodiqoalabi always easy play real issue issue sex4grades give u th
1361,2019-10-07 07:52:48,@rozirozay We are glad this topic is finally getting the attention it deserves.This virus is gradually killing the… https://t.co/PhMToxw6PM,Nigeria,False,Twitter for Android,4,positive,19,rozirozay glad topic finally getting attention deserves virus gradually killing
1363,2019-10-07 07:50:49,These lecturers are everywhere fammm! Private and public universities. #Sex4Grades,Lagos,False,Twitter for iPhone,0,neutral,10,lecturer everywhere fammm private public university sex4grades
1364,2019-10-07 07:48:26,@BBCAfrica pls go to UNILORIN na  #sex4Grades,"Lagos, Nigeria",False,Twitter Web App,0,neutral,8,bbcafrica pls go unilorin na sex4grades
1365,2019-10-07 07:43:57,"Have you been a victim of this menace at the hand of any lecturer in a Nigerian Institution? 
The world wants to he… https://t.co/XDavhuyYJ4",Nigeria,False,Twitter for Android,14,negative,24,victim menace hand lecturer nigerian institution world want
1369,2019-10-07 07:33:35,A recent national survey by Youth Alive Foundation holds the prevalence of sexual Harassment at 57.7% in Tertiary I… https://t.co/YceAycpp23,Nigeria,False,Twitter for Android,13,positive,20,recent national survey youth alive foundation hold prevalence sexual harassment 57 7 tertiary
1370,2019-10-07 07:32:49,@AdesinaEzekiel5 @LNCtoday @DrJoeAbah @segalink @HenshawKate @KadariaAhmed @Dann_10 @JereOEfeturi @kemshere @dunua… https://t.co/TvusLgrwou,,False,Twitter for Android,2,neutral,11,adesinaezekiel5 lnctoday drjoeabah segalink henshawkate kadariaahmed dann 10 jereoefeturi kemshere dunua
1371,2019-10-07 07:30:43,They started that #Sex4grades video with my school auditorium photo 🙆‍♂️🙆‍♂️🙆‍♂️🙆‍♂️🙆‍♂️,Lagos,False,Twitter for Android,0,neutral,11,started sex4grades video school auditorium photo
1372,2019-10-07 07:27:38,"@kprodigy1 U don’t hav to tweet about everything u thought about bro
If you understood the damage #sex4grades has d… https://t.co/Q6kjedt0tx",Turkey,False,Twitter for iPhone,1,neutral,20,kprodigy1 u hav tweet everything u thought bro understood damage sex4grades
1374,2019-10-07 07:08:12,"You sacrifice 4 to 5yrs for a Bachelor's degree, 2yrs for Masters and another 2 for Ph.D. Sleepness nights of resea… https://t.co/2azaJH56Ws","Benin-City, Nigeria",False,Twitter for Android,0,neutral,22,sacrifice 4 5yrs bachelor degree 2yrs master another 2 ph sleepness night resea
1375,2019-10-07 07:02:35,"Judgement Days Is Here
#SexForGrades
#Sex4Grades
#SexForGrades
#Sex4Grades
#SexForGrades","Benin-City, Nigeria",False,Twitter for Android,0,neutral,4,judgement day sexforgrades sex4grades sexforgrades sex4grades sexforgrades
1378,2019-10-07 06:56:14,The #sex4grades BBC documentary is really commendable. Its impact would be felt all over Africa because it has clea… https://t.co/7jMmbDareO,"Ilorin, Nigeria",False,Twitter for Android,1,positive,20,sex4grades bbc documentary really commendable impact would felt africa clea
1379,2019-10-07 06:54:09,"This #Sex4Grades documentary series will be epic.

So many demonic individuals in our educational systems parading… https://t.co/lKmeQxwveI",Magodo. Lagos. Nigeria. ,False,Twitter for Android,1,positive,16,sex4grades documentary series epic many demonic individual educational system parading
1381,2019-10-07 06:50:00,"Cold Room Experience 😂😂😂
#Sex4Grades
#SexForGrades","Benin-City, Nigeria",False,Twitter for Android,1,negative,4,cold room experience sex4grades sexforgrades
1388,2019-10-07 06:27:50,Nigerians are still suffering from the after effects of colonialism. Nigerian Journalists have investigated countle… https://t.co/QsyEh8FPzW,Lagos,False,Twitter for Android,10,neutral,16,nigerian still suffering effect colonialism nigerian journalist investigated countle
1390,2019-10-07 06:21:18,Colonialism has done a lot of damage to  Nigerians.  @tvcnewsng Did a report on codeine before BBC but Nigerians an… https://t.co/F4flQ9A5mL,Lagos,False,Twitter for Android,2,neutral,23,colonialism done lot damage nigerian tvcnewsng report codeine bbc nigerian
1391,2019-10-07 06:13:40,"It’s here . #sex4grades is a norm in African universities, happened to my sisters in Nigeria, happened to me in Gha… https://t.co/ORWSKETYyq",Between Heaven and Hell,False,Facebook,0,neutral,22,sex4grades norm african university happened sister nigeria happened gha
1393,2019-10-07 05:55:29,"Me &amp; @BBCLawrenceP Live now on the World's Biggest Breakfast Program @bbcworldservice #NewsDay 

Talking… https://t.co/SsNJyx2aHn",Brighton,False,Twitter Web App,0,positive,15,amp bbclawrencep live world biggest breakfast program bbcworldservice newsday talking
1394,2019-10-07 05:48:57,"Read some #Sex4grades tweets.
When are we going to talk about the fear that comes with saying the names of these le… https://t.co/lTNYNPZ2pk",,False,Twitter for Android,1,neutral,22,read sex4grades tweet going talk fear come saying name le
1397,2019-10-07 05:36:52,This BBC’s new documentary is another avenue to filter people..... I just hope you don’t loose an arm reaching so f… https://t.co/0Q8xrivAdL," || Abuja, Nigeria",False,Twitter for iPhone,0,positive,22,bbc new documentary another avenue filter people hope loose arm reaching f
1403,2019-10-07 05:02:05,@The_Seeker76 @LNCtoday @DrJoeAbah @segalink @HenshawKate @KadariaAhmed @Dann_10 @JereOEfeturi @kemshere @dunua… https://t.co/XUBZ7Fx8rz,Nigeria,False,Twitter for Android,19,neutral,11,seeker76 lnctoday drjoeabah segalink henshawkate kadariaahmed dann 10 jereoefeturi kemshere dunua
1405,2019-10-06 23:17:42,"This @BBCAfrica Documentary without visiting UPSA campus dier is fraud. 
Like the big fishes dem go catch eee, sex… https://t.co/x3BdhT897c",accra ,False,Twitter for Android,3,neutral,20,bbcafrica documentary without visiting upsa campus dier fraud like big fish dem go catch eee sex
1406,2019-10-06 23:17:05,I was never harassed by lecturers for #Sex4Grades! My mum taught me days b4 resuming never go late for lectures and… https://t.co/flO97ahNE8,"Federal Capital Territory, Nigeria",False,Twitter for iPhone,7,negative,22,never harassed lecturer sex4grades mum taught day b4 resuming never go late lecture
1407,2019-10-06 22:10:18,The plot twists. This angle too needs exploring. #Sex4Grades https://t.co/wTceOilIlw,"Tema, Ghana",False,Twitter for Android,0,neutral,10,plot twist angle need exploring sex4grades
1408,2019-10-06 20:36:13,@miz_estaa Lol...so many people are praying for one university or another to be on the list...this nonsense has fes… https://t.co/sb20PhIB42,"Lagos, Nigeria",False,Twitter for Android,0,positive,20,miz estaa lol many people praying one university another list nonsense fe
1410,2019-10-06 17:59:42,This thing has to stop🤦🏾‍♂️ #Sex4Grades https://t.co/iGT4xwaWgC,,False,Twitter for iPhone,2,neutral,7,thing stop sex4grades
1411,2019-10-06 17:43:24,@augy_og #Sex4Grades,,False,Twitter for iPhone,0,neutral,2,augy og sex4grades
1412,2019-10-06 17:21:20,Just saw a BBC promo for undercover #sex4grades documentary in top universities in West Africa and my heart leaped.… https://t.co/X1wmMNdAoI,Ghana,False,Facebook,0,positive,20,saw bbc promo undercover sex4grades documentary top university west africa heart leaped
1413,2019-10-06 15:37:55,"By this time the lecturers are busy calling their clients😂😂😂😂 

Babe I can even give your sibling who is now in bas… https://t.co/FolkjtZDFY","Akropong, Ghana",False,Twitter for Android,0,positive,23,time lecturer busy calling client babe even give sibling ba
1419,2019-10-01 10:23:30,"#Sex4Grades
#yafnet https://t.co/B7U5zhrPgc",,False,Twitter for Android,0,neutral,2,sex4grades yafnet
1434,2019-09-30 22:06:37,"they also agreed that the situation isn’t far from being redeemed.
Zero #Sex4Grades #StudentsOrganizingChange… https://t.co/oofkLtGqfb",Nigeria,False,Twitter for iPhone,0,positive,14,also agreed situation far redeemed zero sex4grades studentsorganizingchange
1437,2019-09-30 22:00:30,"Fauziyat Balogun Programs Officer Communications for development (Devcoms)
Sega Links (Civil Activist on Social Med… https://t.co/WqTdGOTZ5f",Nigeria,False,Twitter for iPhone,0,positive,15,fauziyat balogun program officer communication development devcoms sega link civil activist social med
1458,2019-09-30 16:11:38,"All in favor of survivors who are implored to speak up
In Unilag- A response line is available-  08137960046
Zero… https://t.co/ipEgmld9YA",Nigeria,False,Twitter for iPhone,3,positive,20,favor survivor implored speak unilag response line available 08137960046 zero
1459,2019-09-30 16:07:34,"Your silence is empowering the perpetrators, let's speak out against rape - Segalinks  #StudentsOrganizingChange Ze… https://t.co/s1I8bN8AyJ",Nigeria,False,Twitter for iPhone,8,neutral,17,silence empowering perpetrator let speak rape segalinks studentsorganizingchange ze
1461,2019-09-30 16:01:53,"Change will come when we advocate for it, advocacy brings changes. We must ensure the government creates an enablin… https://t.co/NG0aE2hcAS",Nigeria,False,Twitter for iPhone,2,neutral,20,change come advocate advocacy brings change must ensure government creates enablin
1463,2019-09-30 15:48:57,Victims of rape look for two things; justice and closure. People should learn to speak out for other people - Sega… https://t.co/nGCKn6rRQH,Nigeria,False,Twitter for iPhone,5,negative,22,victim rape look two thing justice closure people learn speak people sega
1464,2019-09-30 15:44:13,#StudentsOrganizingChange Zero #Sex4Grades @TiwaSavage @segalink @fordfoundation https://t.co/elOIVZTRaN,Nigeria,False,Twitter for iPhone,0,neutral,7,studentsorganizingchange zero sex4grades tiwasavage segalink fordfoundation
1465,2019-09-30 15:42:13,"Panelists agree that if cases of Harassment and rape are reported, they can provide proper footage for tackling the… https://t.co/FPU3SzLzdr",Nigeria,False,Twitter for iPhone,1,neutral,20,panelist agree case harassment rape reported provide proper footage tackling
1466,2019-09-30 15:38:24,"✅ 
The panel session had a balance in the discussants who were drawn from:
Medicine, Civil Right Activism, Law enfo… https://t.co/JMcBshYfj9",Nigeria,False,Twitter for iPhone,3,positive,20,panel session balance discussant drawn medicine civil right activism law enfo
1469,2019-09-30 15:17:49,"First panel session tagged “The Criminal Justice VS the campus administrative process: How the two coexist”, modera… https://t.co/Z5X112K9nr",Nigeria,False,Twitter for iPhone,5,negative,18,first panel session tagged criminal justice v campus administrative process two coexist modera
1470,2019-09-30 14:50:11,A cross session of attendees during the Reset symposium #StudentsOrganizingChange Zero #Sex4Grades @segalink… https://t.co/X1jcJLozCV,Nigeria,False,Twitter for iPhone,5,neutral,14,cross session attendee reset symposium studentsorganizingchange zero sex4grades segalink
1471,2019-09-30 14:47:14,#StudentsOrganizingChange Zero #Sex4Grades @Ken_Henshaw @FordFoundation @DevComs @TiwaSavage https://t.co/fdDvxQuCoo,Nigeria,False,Twitter for iPhone,2,neutral,8,studentsorganizingchange zero sex4grades ken henshaw fordfoundation devcoms tiwasavage
1472,2019-09-30 14:45:25,Scene from the Symposium before the first panel session #StudentsOrganizingChange Zero #Sex4Grades @unilagfm_1031… https://t.co/6TdsXh8Uha,Nigeria,False,Twitter for iPhone,2,positive,14,scene symposium first panel session studentsorganizingchange zero sex4grades unilagfm 1031
1473,2019-09-30 14:33:37,He also asserted that he has been sexually assaulted before thus providing a personal drive to fight back against s… https://t.co/iq5Z7HdKTz,Nigeria,False,Twitter for iPhone,0,positive,21,also asserted sexually assaulted thus providing personal drive fight back
1474,2019-09-30 14:22:26,"✅ 
Audience were thrilled with an insightful stage drama with a call to action against Sexual Harrassment…
Zero… https://t.co/wyfEjDpUhp",Nigeria,False,Twitter for iPhone,2,positive,18,audience thrilled insightful stage drama call action sexual harrassment zero
1481,2019-09-30 14:13:20,"Dean Faculty of art, Dr. Moses Badegbo expressed solidarity and commitment about ensuring that student will be free… https://t.co/jQKhigB10w",Nigeria,False,Twitter for iPhone,2,positive,19,dean faculty art dr moses badegbo expressed solidarity commitment ensuring student free
1483,2019-09-30 14:05:58,Therefore Dr. Sholeye who represented the Director Medical Center University of Lagos addressed the audience on the… https://t.co/wcnHRuVhaG,Nigeria,False,Twitter for iPhone,2,negative,18,therefore dr sholeye represented director medical center university lagos addressed audience
1484,2019-09-30 13:48:58,"The president of the faculty of Arts University of Lagos welcome all present for the
 Reset: Symposium on Sexual Ha… https://t.co/1p52ctyv4V",Nigeria,False,Twitter for iPhone,3,positive,21,president faculty art university lagos welcome present reset symposium sexual ha
1486,2019-09-30 13:42:14,Mr Chamberlain Etukudoh giving an opening remark at the symposium #StudentsOrganizingChange Zero #Sex4Grades… https://t.co/DhjOe4xvPv,Nigeria,False,Twitter for iPhone,2,neutral,14,mr chamberlain etukudoh giving opening remark symposium studentsorganizingchange zero sex4grades
1487,2019-09-30 13:33:36,"✅ 
Good Afternoon Nigeria
Welcome to the 
 Reset: Symposium on Sexual Harassment and Assault
Zero #Sex4Grades… https://t.co/EMWK7OadGe",Nigeria,False,Twitter for iPhone,2,positive,16,good afternoon nigeria welcome reset symposium sexual harassment assault zero sex4grades
1493,2019-09-30 11:31:06,"If we were to remain silent on the issues of “Sexual Harrassment &amp; Assault In Campuses”, we would be guilty of comp… https://t.co/EGWHXTzgZV",Nigeria,False,Twitter for iPhone,4,neutral,23,remain silent issue sexual harrassment amp assault campus would guilty comp
1494,2019-09-30 11:30:55,A recent national survey by Youth Alive Foundation holds the prevalence of sexual Harrasment at 57.7% in Tertiary I… https://t.co/vyp4RwPl9g,Nigeria,False,Twitter for iPhone,5,positive,20,recent national survey youth alive foundation hold prevalence sexual harrasment 57 7 tertiary
